child_name,child_domain,parent_name,parent_domain,verified,evidence,verification_method,date_added
Whalar,whalar.com,Accenture plc.,accenture.com,Yes,"Accenture agreed to acquire Whalar, a creator and social agency, from Whalar Group.",LLM+web search (optimized),2025-09-26 12:11
WhatsApp,whatsapp.com,"Meta Platforms, Inc.",meta.com,Yes,Meta acquired WhatsApp in February 2014 for $19 billion; wholly owned subsidiary with billions of users.,LLM+web search (optimized),2025-08-11 18:15
Wheeler Accountants,wheelercpa.com,Wheeler LLC,wheelercpa.com,Yes,"Wheeler Accountants and 'Wheeler LLC' share the identical domain wheelercpa.com, indicating they are the same firm/legal entity structure rather than unrelated companies.",LLM+web search,2026-06-09 12:56
Whippy,whippy.ai,Hello Flexy Inc.,whippy.ai,Yes,"Whippy AI's product/website is legally owned and operated by Hello Flexy Inc. (same domain whippy.ai), per ZoomInfo company records.",LLM+web search,2026-07-06 10:55
Whitelabel,whitelabel.ai,Whitelabel Corporation.,whitelabel.ai,Yes,"Same domain (whitelabel.ai) for both records, indicating Whitelabel Corporation is the parent legal entity of the same Whitelabel business.",LLM+web search,2026-07-06 09:06
Whoz,whoz.com,PSG Equity,psgequity.com,Yes,Whoz confirmed PSG portfolio company; received €25M funding led by PSG in May 2022.,LLM+web search (optimized),2026-03-13 12:02
Whp Global,whp-global.com,"WHP Global Holdings, Inc.",whp-global.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-25 07:18
,wiberg.tech,International Flavors & Fragrances Inc.,iff.com,Yes,IFF acquired 50% of Wiberg in 2015 and remaining 50% in 2019; owns 100% as of 2024.,LLM+web search (optimized),2026-04-22 10:37
Wiener Stadtwerke GmbH,wienerstadtwerke.at,Wiener Stadtwerke-Gruppe,wienerstadtwerke.at,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:25
Wieni,wieni.com,Craftzing Group NV,craftzing.com,Yes,"Craftzing Group publicly announced it acquired digital product studio Wieni, with Wieni founders joining Craftzing as partners post-acquisition.",LLM+web search,2026-05-15 16:03
Wilbur-Ellis,wilburellis.com,"Wilbur Family Holdings, Inc.",wilburellis.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-28 14:10
Wiley Process Technology,wiley.com,"John Wiley & Sons, Inc.",wiley.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-27 11:01
"Williams-Sonoma, Inc.",williams-sonoma.com,"Williams-Sonoma, Inc.",williams-sonomainc.com,Yes,"Child and parent are the identical legal entity, Williams-Sonoma, Inc.",LLM+web search,2026-06-12 09:07
"Williams Sonoma, Inc.",williams-sonomainc.com,"Williams Sonoma, Inc.",williams-sonomainc.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-10-02 15:30
"Williams Av, Llc",williamsav.com,"WILLIAMS AV, LLC",williamsav.com,Yes,"Child and 'parent' are the identical legal entity (Williams AV, LLC) on the same domain williamsav.com, so it is trivially self-owned/same company.",LLM+web search,2026-05-28 19:23
William & Wesley Co.,williamwesley.com,William & Wesley Family of Companies,williamwesley.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-12-11 11:25
williamwise.net,williamwise.net,CVC Capital Partners and TA Associates (jointly) or Vista Equity Partners (historical),vistaequitypartners.com,Yes,Bill Wise's Mediaocean acquired by CVC Capital Partners and TA Associates from Vista Equity Partners in 2021.,LLM+web search (optimized),2025-05-29 21:37
WINAMAX,winamax.fr,Winamax Holdings.,winamax.fr,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:35
Wing,wing.com,Alphabet Inc.,abc.xyz,Yes,Wing is confirmed Alphabet subsidiary; spun out of X Development in July 2018 as independent Alphabet company.,LLM+web search (optimized),2026-01-18 13:15
Wingify,wingify.com,Wingify Software Pvt. Ltd.,wingify.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:32
WIN Home Inspection,wini.com,Agamya Franchise Holdings LLC.,wini.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:38
Win Reality,winreality.com,Spectrum Equity,spectrumequity.com,Yes,Win Reality received $45M growth investment from Spectrum Equity in June 2022 and is a portfolio company.,LLM+web search (optimized),2025-09-10 16:23
Wintor BV,wintor.com,Wintor B.V.,wintor.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-23 09:27
Healthplan Services,wipro.com,Wipro Limited (controlled by the Premji family) such as Azim Premji Foundation as the majority stakeholder.,wipro.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-23 13:40
Wire,wire.com,Wire Group Holdings GmbH,wire.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-09 20:37
Wisdom Panel,wisdompanel.com,"Mars, Incorporated.",mars.com,Yes,Wisdom Panel is a brand of Mars Petcare's Science & Diagnostics division.,LLM+web search (optimized),2026-05-05 09:03
DataQ Health,wisemaninnovations.com,DataQ Health,dataqhealth.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-05-15 15:40
Ampersand,withampersand.com,"Onset Labs, Inc.",withampersand.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-08-05 18:12
Flex,withflex.com,Flex Ltd.,flex.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-03-21 14:20
PALM,withpalm.ai,PALM WealthTech Inc.,withpalm.ai,Yes,"PALM and PALM WealthTech Inc. share the identical domain withpalm.ai, with PALM WealthTech Inc. being the legal entity that operates the PALM product.",LLM+web search,2026-05-15 16:01
"WM Healthcare Solutions, Inc.",wm.com,"Waste Management, Inc.",wm.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-22 17:10
Warner Music Group,wmg.com,Access Industries,accessindustries.com,Yes,"Access Industries owns Warner Music Group, acquired for $3.3 billion in July 2011.",LLM+web search (optimized),2026-02-09 21:18
WNS,wns.com,Capgemini.,capgemini.com,Yes,"Capgemini acquired WNS Global Services for $3.3 billion in July 2025, completed acquisition making it a subsidiary.",LLM+web search (optimized),2026-05-15 15:23
Wolters Kluwer Health,wolterskluwer.com,Wolters Kluwer N.V.,wolterskluwer.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-14 10:18
Wonderbly,wonderbly.com,Penguin Random House Holdings Inc.,penguinrandomhouse.com,Yes,Penguin Random House acquired Wonderbly in June 2025.,LLM+web search (optimized),2026-03-05 09:30
"Automattic, Inc.",woocommerce.com,"Automattic, Inc.",automattic.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-03-23 09:26
Woodruff Sawyer,woodruffsawyer.com,Arthur J. Gallagher & Co.,ajg.com,Yes,Woodruff Sawyer website redirects to ajg.com confirming Arthur J. Gallagher acquisition.,LLM+web search (optimized),2025-08-06 02:14
Woolworths Group,woolworthsgroup.com.au,Woolworths Group Limited.,woolworthsgroup.com.au,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
Wooqer,wooqer.com,WOAS Inc.,wooqer.com,Yes,Same entity sharing identical domain (wooqer.com); WOAS Technology Pvt Ltd is the legal entity operating under the Wooqer brand.,LLM+web search,2026-05-15 15:52
WooRank,woorank.com,"Bridgeline Digital, Inc.",bridgeline.com,Yes,"Bridgeline Digital, Inc. announced and completed acquisition of 100% of WooRank SRL's stock in February 2021.",LLM+web search,2026-05-15 16:14
Automattic,wordpress.com,Automattic Inc.,automattic.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2025-09-11 15:53
World Liberty Financial,worldlibertyfinancial.com,WLF Holdco LLC,worldlibertyfinancial.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-03-07 07:48
World of Good Brands,worldofgoodbrands.com,Graham Holdings Company,ghco.com,Yes,World of Good Brands is division of Graham Holdings' Leaf Group structure after 2023 restructuring.,LLM+web search (optimized),2026-05-15 15:32
Worldpay,worldpay.com,Global Payments Inc.,globalpayments.com,Yes,Global Payments completed $24.25bn acquisition of Worldpay in January 2026.,LLM+web search (optimized),2025-09-04 10:54
WovV Technologies,wovvtech.com,Technocompass Consulting Pvt. Ltd.,wovvtech.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:39
Grupa Wirtualna Polska,wp.pl,Grupa o2 / Wirtualna Polska Holding SA.,holding.wp.pl,Yes,Grupa o2 (along with Innova Capital) acquired Wirtualna Polska and merged to create Grupa Wirtualna Polska as parent holding company.,LLM+web search (optimized),2026-04-06 15:10
Wp Engine,wpengine.com,"Silver Lake Partners, L.L.C.",silverlake.com,Yes,Silver Lake owns WP Engine since 2018 ($250M investment for majority stake).,LLM+web search (optimized),2026-02-05 13:58
wpm,wpm.so,Flywire Corporation.,flywire.com,Yes,"Flywire Corporation acquired WPM on December 14, 2021, as wholly-owned subsidiary.",LLM+web search (optimized),2026-03-23 09:27
Pashchimanchal Campus,wrc.edu.np,"Tribhuvan University, Institute of Engineering",tcioe.edu.np,Yes,"Pashchimanchal Campus (wrc.edu.np) is a constituent campus of the Institute of Engineering, Tribhuvan University, per its official site and Wikipedia.",LLM+web search,2026-07-12 09:04
Western States Fire Protection,wsfp.com,APi Group Buckman company with control over Western States Fire Protection.,apigroupinc.com,Yes,APi Group has control over Western States Fire Protection as stated in parent company field.,LLM+web search (optimized),2025-07-23 14:52
Williams-Sonoma,wsgc.com,Williams-Sonoma Inc.,williams-sonomainc.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-02-13 02:11
the wall street journal,wsj.com,News Corp.,newscorp.com,Yes,"The Wall Street Journal is owned by Dow Jones & Company, which was acquired by News Corp in 2007.",LLM+web search (optimized),2025-07-22 10:13
WSP in Australia,wsp.com,WSP Global Inc.,wsp.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-22 09:12
Würth Group,wuerth.com,Adolf Würth GmbH & Co. KG,wuerth.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:23
WVU Medicine,wvumedicine.org,West Virginia University Health System (part of West Virginia University),wvumedicine.org,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-08 21:48
"Lanie Smith Coaching, Llc",wwt.com,"World Wide Technology Holding Co., Inc.",wwt.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-08-13 14:56
Wynshop,wynshop.com,Instacart,instacart.com,Yes,Instacart acquired Wynshop in May 2025; Wynshop now operates as a wholly owned subsidiary of Instacart.,LLM+web search,2026-05-15 15:48
X-Lab,x-labsystems.co.uk,X-Lab Ltd.,x-labsystems.com,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2026-01-19 05:53
xAI,x.ai,"SpaceX, Inc.",spacex.com,Yes,SpaceX acquired xAI in February 2026 in all-stock transaction with 100% ownership.,LLM+web search (optimized),2026-03-13 11:58
"X, The Moonshot Factory",x.company,Alphabet Inc.,abc.xyz,Yes,"X, The Moonshot Factory operates as X Development Lab, confirmed Alphabet subsidiary under Google's ownership.",LLM+web search (optimized),2025-08-22 14:54
XALT,xalt.de,Freudenberg SE,freudenberg.com,Yes,Freudenberg press releases confirm it took a majority stake in XALT Energy in 2019 and acquired the remaining ownership to become sole owner in 2023.,LLM+web search,2026-05-15 16:00
Xapo Bank,xapobank.com,Xapo Holdings Limited,xapobank.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:41
XdotO Concepts,xdoto.io,X.O Concepts (Pvt) Ltd.,xdoto.io,Yes,"X.O Concepts (Pvt) Ltd. is the registered legal entity operating XdotO Concepts (same domain xdoto.io), i.e. the company itself.",LLM+web search,2026-05-15 16:02
Xebia,xebia.com,Waterland Private Equity Investments B.V.,waterlandpe.com,Yes,"Multiple sources (Mergr, Caproasia, Bloomberg, Waterland's own site) confirm Waterland Private Equity acquired Xebia in 2020 and remained its majority/PE owner as of 2026.",LLM+web search,2026-06-10 09:03
"Xeris Pharmaceuticals, Inc.",xerispharma.com,"Xeris Biopharma Holdings, Inc.",xerispharma.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-10-01 16:23
Xerox,xerox.com,Xerox Holdings Corporation,xerox.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-18 16:52
Xideral Canada,xideral.ca,Sidéral Systèmes Amérique du Nord Inc.,xideral.ca,Yes,"Sidéral Systèmes Amérique du Nord Inc. is the registered legal name of the business operating as Xideral Canada (same domain xideral.ca), i.e. the same company.",LLM+web search,2026-05-15 16:13
XO.AM,xo.am,"Permira Funds and Spectrum Equity Holdings, L.P.",spectrumequity.com,Yes,Permira Funds and Spectrum Equity jointly own XO Group (XO.AM) via WeddingWire.,LLM+web search (optimized),2026-03-16 13:04
XOi,xoi.io,KKR,kkr.com,Yes,KKR became majority owner of XOi through $230M investment in February 2025.,LLM+web search (optimized),2026-05-15 15:43
XSplit,xsplit.com,SplitmediaLabs Limited,splitmedialabs.com,Yes,XSplit is the flagship product and core asset of SplitmediaLabs Limited; company owns and controls it.,LLM+web search (optimized),2026-03-23 09:23
Xurrent,xurrent.com,"PSG Equity Partners, LLC.",psgequity.com,Yes,Xurrent is PSG portfolio company; announced strategic growth investment by PSG at Xurrent Connect 2023.,LLM+web search (optimized),2026-05-15 15:45
Yahoo! JAPAN,yahoo.co.jp,LY Corporation (SoftBank Group Corporation),lycorp.co.jp,Yes,Yahoo! Japan is subsidiary of LY Corporation (formed through Z Holdings merger October 2023).,LLM+web search (optimized),2026-04-06 12:05
My Little World,yahoo.com,Apollo Global Management,apollo.com,Yes,yahoo.com is a Yahoo property; Apollo owns 90% of Yahoo Inc.,LLM+web search (optimized),2026-01-27 14:49
Viana Manutenção e Montagens LTDA,yahoo.com.br,Apollo Global Management,apollo.com,Yes,yahoo.com.br is a Yahoo regional domain; Apollo owns 90% of Yahoo.,LLM+web search (optimized),2026-04-06 15:55
"HUILIZHENGQUANQIHUO Hong kong Co., ltd.",yahoo.com.hk,"Apollo Global Management, Inc.",apollo.com,Yes,yahoo.com.hk is Yahoo's Hong Kong regional domain; Apollo owns 90% of Yahoo Inc.,LLM+web search (optimized),2026-04-13 03:27
Yahoo,yahoo.de,"Apollo Global Management, Inc.",apollo.com,Yes,yahoo.de is a Yahoo regional domain in Germany; Apollo owns 90% of Yahoo.,LLM+web search (optimized),2026-04-14 10:36
Yahoo,yahoo.ro,Apollo Global Management,apollo.com,Yes,Apollo acquired 90% of Yahoo in September 2021; yahoo.ro is a Yahoo regional domain.,LLM+web search (optimized),2026-04-08 12:04
Yahoo,yahooinc.com,Apollo Global Management and Verizon Communications,verizon.com,Yes,Yahoo Inc. (yahooinc.com) is the main operating entity; Apollo owns 90% as of September 2021.,LLM+web search (optimized),2025-07-16 14:21
Yang Ming Shipping Europe GmbH,yangming.com,"Yang Ming Group, Co. Ltd.",yangming.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-04-01 12:05
Y Combinator,ycombinator.com,"Y Combinator Management, LLC",ycombinator.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2024-09-28 12:56
,ymail.com,"Apollo Global Management, Inc.",apollo.com,Yes,"ymail.com is Yahoo Mail, a subsidiary/service of Yahoo; Apollo owns 90% of Yahoo.",LLM+web search (optimized),2026-04-13 12:04
Yahoo Mail,ymail.ne.jp,SoftBank Group Corp.,group.softbank,Yes,"SoftBank maintains major stake in LY Corporation (formed October 2023 from Z Holdings merger), which includes Yahoo Japan/Yahoo Mail.",LLM+web search (optimized),2025-09-07 22:01
Yonder,yonder.com,"Primer Technology, Inc.",primer.ai,Yes,"Primer acquired Yonder on June 7, 2022.",LLM+web search,2026-05-15 15:51
Yoti,yoti.com,Yoti Holding Ltd.,yoti.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:35
Young Platform,youngplatform.com,Young Platform S.p.A.,youngplatform.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-03-12 16:41
